id_user,recommended_product
1151540,credit_card
1469790,credit_card
1020851,credit_card
1164106,credit_card
1268295,credit_card
1325000,credit_card
1340695,credit_card
1335633,credit_card
1523228,credit_card
1115921,credit_card
1124348,credit_card
1325200,credit_card
1534775,credit_card
1395833,credit_card
1242054,credit_card
551138,credit_card
1135185,credit_card
1465716,credit_card
1173802,credit_card
1261186,credit_card
1519481,credit_card
1242904,credit_card
1275170,credit_card
1316291,credit_card
1200499,credit_card
1124724,credit_card
1236598,credit_card
1264368,credit_card
1495580,credit_card
1269806,credit_card
1113008,credit_card
1173649,credit_card
1450921,credit_card
850255,credit_card
1345908,credit_card
1253786,credit_card
1133039,credit_card
258904,credit_card
1543690,credit_card
1391292,credit_card
1234230,credit_card
1137144,credit_card
1313398,credit_card
1004443,credit_card
1369194,credit_card
1255779,credit_card
1138277,credit_card
1196594,credit_card
1231408,credit_card
1137192,credit_card
1242990,credit_card
1538167,credit_card
1246889,credit_card
1386527,credit_card
1251841,credit_card
1531742,credit_card
1098054,credit_card
1019034,credit_card
1121508,credit_card
1283590,credit_card
1384884,credit_card
1350059,credit_card
1397987,credit_card
1141847,credit_card
1242803,credit_card
1330648,credit_card
1230708,credit_card
1248942,credit_card
1526544,credit_card
1370938,credit_card
1104052,credit_card
1018048,credit_card
1083737,credit_card
1175778,credit_card
1185835,credit_card
1447760,credit_card
1002055,credit_card
1438520,credit_card
1102878,credit_card
1301273,credit_card
1466784,credit_card
1426160,credit_card
1300090,credit_card
1121954,credit_card
1532203,credit_card
1113922,credit_card
1423468,credit_card
1398799,credit_card
1218067,credit_card
1520235,credit_card
1018573,credit_card
1124825,credit_card
124619,credit_card
1154201,credit_card
1127937,credit_card
1376577,credit_card
1006284,credit_card
1193542,credit_card
1020986,credit_card
1211361,credit_card
1019987,credit_card
1032720,credit_card
1398476,credit_card
1057523,credit_card
1538189,credit_card
1133174,credit_card
1167539,credit_card
1006448,credit_card
1486573,credit_card
1438471,credit_card
1210476,credit_card
1211300,credit_card
1190209,credit_card
1455129,credit_card
1020222,credit_card
1444374,credit_card
1113034,credit_card
1021858,credit_card
1526547,credit_card
1254212,credit_card
1241401,credit_card
1383262,credit_card
1122832,credit_card
1339734,credit_card
1118466,credit_card
1524956,credit_card
1179543,credit_card
1301983,credit_card
1021210,credit_card
1126704,credit_card
1124720,credit_card
1435743,credit_card
1028284,credit_card
1212348,credit_card
1343314,credit_card
1070355,credit_card
1000589,credit_card
1405951,credit_card
1291701,credit_card
1125403,credit_card
1020194,credit_card
1138031,credit_card
1006049,credit_card
1146953,credit_card
1375017,credit_card
1525099,credit_card
1519776,credit_card
1324729,credit_card
1001590,credit_card
1247638,credit_card
1376675,credit_card
1116707,credit_card
1185973,credit_card
1133517,credit_card
1522644,credit_card
1382875,credit_card
1302605,credit_card
1201170,credit_card
1515030,credit_card
1002315,credit_card
1246858,credit_card
1246532,credit_card
1508685,credit_card
62175,credit_card
1230605,credit_card
1037498,credit_card
777948,credit_card
1245353,credit_card
1534663,credit_card
1140794,credit_card
1161282,credit_card
1200895,credit_card
1253550,credit_card
1096321,credit_card
1320061,credit_card
1077434,credit_card
1383043,credit_card
1122941,credit_card
1230199,credit_card
1325205,credit_card
1224800,credit_card
1239657,credit_card
1213783,credit_card
1172618,credit_card
1139033,credit_card
1399904,credit_card
1134436,credit_card
1321502,credit_card
1004397,credit_card
1377042,credit_card
1002352,credit_card
1302623,credit_card
1403329,credit_card
1022441,credit_card
1126890,credit_card
1070513,credit_card
1138420,credit_card
1140143,credit_card
876132,credit_card
1233684,credit_card
1245560,credit_card
1246937,credit_card
871900,credit_card
1036009,credit_card
1121430,credit_card
1133887,credit_card
1173324,credit_card
1252206,credit_card
1395096,credit_card
1297229,credit_card
1528002,credit_card
1402993,credit_card
1145069,credit_card
1139330,credit_card
1283170,credit_card
1317984,credit_card
1379663,credit_card
1403326,credit_card
1521762,credit_card
1015331,credit_card
1336116,credit_card
1218443,credit_card
1526698,credit_card
357792,credit_card
1357556,credit_card
1543241,credit_card
1535995,credit_card
1338499,credit_card
1109584,credit_card
1128369,credit_card
1136935,credit_card
1261077,credit_card
1174115,credit_card
1140580,credit_card
1135275,credit_card
1224676,credit_card
1248252,credit_card
1207168,credit_card
1481820,credit_card
1074466,credit_card
1521437,credit_card
1539812,credit_card
1140489,credit_card
1297112,credit_card
1151642,credit_card
1087012,credit_card
1392049,credit_card
1098950,credit_card
1336100,credit_card
1249999,credit_card
1248790,credit_card
1126865,credit_card
1295504,credit_card
1516090,credit_card
1131763,credit_card
391417,credit_card
1118102,credit_card
1222622,credit_card
1220183,credit_card
1242455,credit_card
1305333,credit_card
1169325,credit_card
1007963,credit_card
1001184,credit_card
1252138,credit_card
1463346,credit_card
1215570,credit_card
1296841,credit_card
1297782,credit_card
1375496,credit_card
1303939,credit_card
1266988,credit_card
1150507,credit_card
1003900,credit_card
1255301,credit_card
1514706,credit_card
1125392,credit_card
1127216,credit_card
1036515,credit_card
1517438,credit_card
1108465,credit_card
1022667,credit_card
1139228,credit_card
1261782,credit_card
1124330,credit_card
1156333,credit_card
1421897,credit_card
1231625,credit_card
1264798,credit_card
1301399,credit_card
1400390,credit_card
1511881,credit_card
1098921,credit_card
1038685,credit_card
1365139,credit_card
1113846,credit_card
1245255,credit_card
1252248,credit_card
1384005,credit_card
1212229,credit_card
1326319,credit_card
1325399,credit_card
1138893,credit_card
1259710,credit_card
1190206,credit_card
1378571,credit_card
1324035,credit_card
1519768,credit_card
1117147,credit_card
1128100,credit_card
1171044,credit_card
1232207,credit_card
1237031,credit_card
1500274,credit_card
1262244,credit_card
1530820,credit_card
1239728,credit_card
615765,credit_card
1249258,credit_card
1292937,credit_card
1172051,credit_card
1140949,credit_card
1515501,credit_card
1377672,credit_card
1524037,credit_card
1519925,credit_card
1382001,credit_card
1405484,credit_card
1477040,credit_card
1522928,credit_card
1266736,credit_card
1081694,credit_card
1406471,credit_card
1116665,credit_card
1120644,credit_card
1081268,credit_card
1319441,credit_card
1243744,credit_card
1363834,credit_card
1055151,credit_card
1386667,credit_card
1461953,credit_card
1248705,credit_card
1262185,credit_card
1360323,credit_card
1327414,credit_card
1322787,credit_card
1386973,credit_card
1010973,credit_card
1264625,credit_card
1302667,credit_card
1120985,credit_card
1138209,credit_card
1112965,credit_card
1115654,credit_card
1137124,credit_card
1242933,credit_card
1539474,credit_card
1251405,credit_card
1013676,credit_card
1267726,credit_card
1124058,credit_card
1263201,credit_card
1133928,credit_card
1480598,credit_card
1250102,credit_card
1389616,credit_card
1114169,credit_card
1528592,credit_card
1005541,credit_card
1134785,credit_card
1127177,credit_card
1104078,credit_card
1334186,credit_card
1117727,credit_card
1429507,credit_card
1356021,credit_card
1191454,credit_card
1259160,credit_card
1131961,credit_card
1243039,credit_card
1148825,credit_card
1516997,credit_card
1242893,credit_card
1013500,credit_card
1529630,credit_card
1139360,credit_card
1152274,credit_card
1326668,credit_card
1327302,credit_card
1387839,credit_card
1526560,credit_card
1379166,credit_card
1121197,credit_card
1399669,credit_card
1448690,credit_card
1511046,credit_card
1438914,credit_card
1317413,credit_card
1058330,credit_card
1195885,credit_card
1236799,credit_card
1048755,credit_card
1312066,credit_card
1235323,credit_card
1019433,credit_card
1303258,credit_card
1230266,credit_card
1084971,credit_card
1060549,credit_card
1128016,credit_card
1230633,credit_card
1299778,credit_card
1125575,credit_card
1543324,credit_card
1220335,credit_card
1126002,credit_card
1245023,credit_card
1247771,credit_card
1156797,credit_card
1238211,credit_card
1231249,credit_card
1538542,credit_card
1250001,credit_card
776850,credit_card
1402883,credit_card
1224329,credit_card
1122637,credit_card
1399877,credit_card
1230134,credit_card
852889,credit_card
1531877,credit_card
1238673,credit_card
1199795,credit_card
1264025,credit_card
1526178,credit_card
1234658,credit_card
1152266,credit_card
1231786,credit_card
1232189,credit_card
1537865,credit_card
1305112,credit_card
1262225,credit_card
1231402,credit_card
1393871,credit_card
1120817,credit_card
1228950,credit_card
1510057,credit_card
1121761,credit_card
1053848,credit_card
1007443,credit_card
901686,credit_card
1397610,credit_card
1369881,credit_card
1251343,credit_card
1114575,credit_card
1116541,credit_card
1018526,credit_card
1141462,credit_card
1005654,credit_card
1312199,credit_card
1127572,credit_card
1258037,credit_card
1096503,credit_card
1417746,credit_card
1256961,credit_card
1116645,credit_card
1270084,credit_card
1133727,credit_card
1122008,credit_card
1490774,credit_card
1061114,credit_card
1299040,credit_card
1310040,credit_card
1133776,credit_card
1127278,credit_card
1365163,credit_card
774873,credit_card
1112974,credit_card
1375932,credit_card
1234161,credit_card
1126067,credit_card
1215814,credit_card
1121106,credit_card
950170,credit_card
1255238,credit_card
1014788,credit_card
1370551,credit_card
1244569,credit_card
1022291,credit_card
1271164,credit_card
1477041,credit_card
1531453,credit_card
1175310,credit_card
1011600,credit_card
1155206,credit_card
1135068,credit_card
1239970,credit_card
1231182,credit_card
1320026,credit_card
1037064,credit_card
1264235,credit_card
1212526,credit_card
1216904,credit_card
1224664,credit_card
1266911,credit_card
1269731,credit_card
1487819,credit_card
914468,credit_card
1005622,credit_card
1499055,credit_card
1009880,credit_card
1090905,credit_card
1023387,credit_card
1439126,credit_card
1395005,credit_card
1120801,credit_card
1139034,credit_card
1128479,credit_card
1183351,credit_card
1262634,credit_card
1395235,credit_card
1515755,credit_card
1345246,credit_card
1259246,credit_card
1504122,credit_card
1133367,credit_card
1074188,credit_card
1015347,credit_card
1428824,credit_card
1006767,credit_card
1017031,credit_card
1238170,credit_card
1401267,credit_card
1533851,credit_card
1502907,credit_card
1536640,credit_card
169541,credit_card
1128712,credit_card
1117566,credit_card
1521627,credit_card
1124035,credit_card
1011867,credit_card
1398059,credit_card
1382779,credit_card
1374675,credit_card
1296972,credit_card
1126805,credit_card
1375408,credit_card
